drug_name,generic_name,category,dosage_form,color,shape,indication,manufacturer,strength,text_description,description,drug_name_ar,generic_name_ar,drug_class_ar,dosage_form_ar,color_ar,shape_ar,indications_ar,rx_otc_status_en,side_effects_en,side_effects_ar,contraindications_en,contraindications_ar
Micardis,Telmisartan,ARB (Angiotensin II Receptor Blocker),Tablet,White,Oblong,Hypertension; Cardiovascular risk reduction,Boehringer Ingelheim,80 mg,micardis generic telmisartan form tablet class arb (angiotensin ii receptor blocker) indication hypertension; cardiovascular risk reduction color white shape oblong telmisartan 80 mg dizziness; back pain; diarrhea; sinusitis pregnancy; biliary obstruction; severe hepatic impairment ميكارديس تلميسارتان قرص حاصر مستقبلات الأنجيوتنسين ارتفاع ضغط الدم؛ تقليل خطر الأمراض القلبية أبيض مستطيل دوخة؛ ألم الظهر؛ إسهال؛ التهاب الجيوب الأنفية الحمل؛ انسداد القنوات الصفراوية؛ قصور كبدي شديد,micardis generic telmisartan form tablet class arb (angiotensin ii receptor blocker) indication hypertension; cardiovascular risk reduction color white shape oblong telmisartan 80 mg dizziness; back pain; diarrhea; sinusitis pregnancy; biliary obstruction; severe hepatic impairment ميكارديس تلميسارتان قرص حاصر مستقبلات الأنجيوتنسين ارتفاع ضغط الدم؛ تقليل خطر الأمراض القلبية أبيض مستطيل دوخة؛ ألم الظهر؛ إسهال؛ التهاب الجيوب الأنفية الحمل؛ انسداد القنوات الصفراوية؛ قصور كبدي شديد,ميكارديس,تلميسارتان,حاصر مستقبلات الأنجيوتنسين,قرص,أبيض,مستطيل,ارتفاع ضغط الدم؛ تقليل خطر الأمراض القلبية,Prescription,Dizziness; Back pain; Diarrhea; Sinusitis,دوخة؛ ألم الظهر؛ إسهال؛ التهاب الجيوب الأنفية,Pregnancy; Biliary obstruction; Severe hepatic impairment,الحمل؛ انسداد القنوات الصفراوية؛ قصور كبدي شديد
Lasix,Furosemide,Loop Diuretic,Tablet,White,Round,Edema; Heart failure; Hypertension; Renal failure,Sanofi,40 mg,lasix generic furosemide form tablet class loop diuretic indication edema; heart failure; hypertension; renal failure color white shape round furosemide 40 mg hypokalemia; dehydration; hypotension; dizziness anuria; severe hyponatremia; hepatic coma لازكس فوروسيميد قرص مدر عروي الوذمة؛ فشل القلب؛ ارتفاع ضغط الدم؛ فشل كلوي أبيض دائري نقص البوتاسيوم؛ جفاف؛ انخفاض ضغط الدم؛ دوخة انقطاع البول؛ نقص الصوديوم الشديد؛ غيبوبة كبدية,lasix generic furosemide form tablet class loop diuretic indication edema; heart failure; hypertension; renal failure color white shape round furosemide 40 mg hypokalemia; dehydration; hypotension; dizziness anuria; severe hyponatremia; hepatic coma لازكس فوروسيميد قرص مدر عروي الوذمة؛ فشل القلب؛ ارتفاع ضغط الدم؛ فشل كلوي أبيض دائري نقص البوتاسيوم؛ جفاف؛ انخفاض ضغط الدم؛ دوخة انقطاع البول؛ نقص الصوديوم الشديد؛ غيبوبة كبدية,لازكس,فوروسيميد,مدر عروي,قرص,أبيض,دائري,الوذمة؛ فشل القلب؛ ارتفاع ضغط الدم؛ فشل كلوي,Prescription,Hypokalemia; Dehydration; Hypotension; Dizziness,نقص البوتاسيوم؛ جفاف؛ انخفاض ضغط الدم؛ دوخة,Anuria; Severe hyponatremia; Hepatic coma,انقطاع البول؛ نقص الصوديوم الشديد؛ غيبوبة كبدية
Aldactone,Spironolactone,Potassium-Sparing Diuretic,Tablet,White,Round,Heart failure; Hypertension; Edema; Hyperaldosteronism,Pfizer,25 mg,aldactone generic spironolactone form tablet class potassium-sparing diuretic indication heart failure; hypertension; edema; hyperaldosteronism color white shape round spironolactone 25 mg hyperkalemia; gynecomastia; dizziness; gi upset hyperkalemia; addison disease; anuria; pregnancy ألداكتون سبيرونولاكتون قرص مدر للبول حافظ للبوتاسيوم فشل القلب؛ ارتفاع ضغط الدم؛ الوذمة؛ فرط الألدوستيرونية أبيض دائري فرط بوتاسيوم الدم؛ تثدي الرجل؛ دوخة؛ اضطراب الجهاز الهضمي فرط بوتاسيوم الدم؛ مرض أديسون؛ انقطاع البول؛ الحمل,aldactone generic spironolactone form tablet class potassium-sparing diuretic indication heart failure; hypertension; edema; hyperaldosteronism color white shape round spironolactone 25 mg hyperkalemia; gynecomastia; dizziness; gi upset hyperkalemia; addison disease; anuria; pregnancy ألداكتون سبيرونولاكتون قرص مدر للبول حافظ للبوتاسيوم فشل القلب؛ ارتفاع ضغط الدم؛ الوذمة؛ فرط الألدوستيرونية أبيض دائري فرط بوتاسيوم الدم؛ تثدي الرجل؛ دوخة؛ اضطراب الجهاز الهضمي فرط بوتاسيوم الدم؛ مرض أديسون؛ انقطاع البول؛ الحمل,ألداكتون,سبيرونولاكتون,مدر للبول حافظ للبوتاسيوم,قرص,أبيض,دائري,فشل القلب؛ ارتفاع ضغط الدم؛ الوذمة؛ فرط الألدوستيرونية,Prescription,Hyperkalemia; Gynecomastia; Dizziness; GI upset,فرط بوتاسيوم الدم؛ تثدي الرجل؛ دوخة؛ اضطراب الجهاز الهضمي,Hyperkalemia; Addison disease; Anuria; Pregnancy,فرط بوتاسيوم الدم؛ مرض أديسون؛ انقطاع البول؛ الحمل
Hydrochlorothiazide,Hydrochlorothiazide,Thiazide Diuretic,Tablet,White,Round,Hypertension; Edema,Various,25 mg,hydrochlorothiazide generic hydrochlorothiazide form tablet class thiazide diuretic indication hypertension; edema color white shape round hydrochlorothiazide 25 mg hypokalemia; hyperuricemia; dizziness; photosensitivity anuria; sulfonamide allergy; severe renal impairment هيدروكلوروثيازيد هيدروكلوروثيازيد قرص مدر ثيازيدي ارتفاع ضغط الدم؛ الوذمة أبيض دائري نقص البوتاسيوم؛ فرط حمض اليوريك؛ دوخة؛ حساسية للضوء انقطاع البول؛ حساسية السلفوناميد؛ قصور كلوي شديد,hydrochlorothiazide generic hydrochlorothiazide form tablet class thiazide diuretic indication hypertension; edema color white shape round hydrochlorothiazide 25 mg hypokalemia; hyperuricemia; dizziness; photosensitivity anuria; sulfonamide allergy; severe renal impairment هيدروكلوروثيازيد هيدروكلوروثيازيد قرص مدر ثيازيدي ارتفاع ضغط الدم؛ الوذمة أبيض دائري نقص البوتاسيوم؛ فرط حمض اليوريك؛ دوخة؛ حساسية للضوء انقطاع البول؛ حساسية السلفوناميد؛ قصور كلوي شديد,هيدروكلوروثيازيد,هيدروكلوروثيازيد,مدر ثيازيدي,قرص,أبيض,دائري,ارتفاع ضغط الدم؛ الوذمة,Prescription,Hypokalemia; Hyperuricemia; Dizziness; Photosensitivity,نقص البوتاسيوم؛ فرط حمض اليوريك؛ دوخة؛ حساسية للضوء,Anuria; Sulfonamide allergy; Severe renal impairment,انقطاع البول؛ حساسية السلفوناميد؛ قصور كلوي شديد
Lipitor,Atorvastatin,Statin (HMG-CoA Reductase Inhibitor),Tablet,White,Oval,Hyperlipidemia; Cardiovascular risk reduction,Pfizer,20 mg,lipitor generic atorvastatin form tablet class statin (hmg-coa reductase inhibitor) indication hyperlipidemia; cardiovascular risk reduction color white shape oval atorvastatin calcium 20 mg myalgia; elevated liver enzymes; gi upset; headache active liver disease; pregnancy; breastfeeding ليبيتور أتورفاستاتين قرص ستاتين (مثبط إنزيم HMG-CoA) فرط الدهون؛ تقليل خطر الأمراض القلبية أبيض بيضاوي ألم عضلي؛ ارتفاع إنزيمات الكبد؛ اضطراب هضمي؛ صداع مرض كبدي نشط؛ الحمل؛ الرضاعة,lipitor generic atorvastatin form tablet class statin (hmg-coa reductase inhibitor) indication hyperlipidemia; cardiovascular risk reduction color white shape oval atorvastatin calcium 20 mg myalgia; elevated liver enzymes; gi upset; headache active liver disease; pregnancy; breastfeeding ليبيتور أتورفاستاتين قرص ستاتين (مثبط إنزيم HMG-CoA) فرط الدهون؛ تقليل خطر الأمراض القلبية أبيض بيضاوي ألم عضلي؛ ارتفاع إنزيمات الكبد؛ اضطراب هضمي؛ صداع مرض كبدي نشط؛ الحمل؛ الرضاعة,ليبيتور,أتورفاستاتين,ستاتين (مثبط إنزيم HMG-CoA),قرص,أبيض,بيضاوي,فرط الدهون؛ تقليل خطر الأمراض القلبية,Prescription,Myalgia; Elevated liver enzymes; GI upset; Headache,ألم عضلي؛ ارتفاع إنزيمات الكبد؛ اضطراب هضمي؛ صداع,Active liver disease; Pregnancy; Breastfeeding,مرض كبدي نشط؛ الحمل؛ الرضاعة
Lipitor,Atorvastatin,Statin (HMG-CoA Reductase Inhibitor),Tablet,Green,Oval,Hyperlipidemia; Cardiovascular risk reduction,Pfizer,40 mg,lipitor generic atorvastatin form tablet class statin (hmg-coa reductase inhibitor) indication hyperlipidemia; cardiovascular risk reduction color green shape oval atorvastatin calcium 40 mg myalgia; rhabdomyolysis (rare); liver dysfunction active liver disease; pregnancy ليبيتور أتورفاستاتين قرص ستاتين (مثبط إنزيم HMG-CoA) فرط الدهون؛ تقليل خطر الأمراض القلبية أخضر بيضاوي ألم عضلي؛ انحلال الربيدات (نادر)؛ خلل كبدي مرض كبدي نشط؛ الحمل,lipitor generic atorvastatin form tablet class statin (hmg-coa reductase inhibitor) indication hyperlipidemia; cardiovascular risk reduction color green shape oval atorvastatin calcium 40 mg myalgia; rhabdomyolysis (rare); liver dysfunction active liver disease; pregnancy ليبيتور أتورفاستاتين قرص ستاتين (مثبط إنزيم HMG-CoA) فرط الدهون؛ تقليل خطر الأمراض القلبية أخضر بيضاوي ألم عضلي؛ انحلال الربيدات (نادر)؛ خلل كبدي مرض كبدي نشط؛ الحمل,ليبيتور,أتورفاستاتين,ستاتين (مثبط إنزيم HMG-CoA),قرص,أخضر,بيضاوي,فرط الدهون؛ تقليل خطر الأمراض القلبية,Prescription,Myalgia; Rhabdomyolysis (rare); Liver dysfunction,ألم عضلي؛ انحلال الربيدات (نادر)؛ خلل كبدي,Active liver disease; Pregnancy,مرض كبدي نشط؛ الحمل
Crestor,Rosuvastatin,Statin (HMG-CoA Reductase Inhibitor),Tablet,Pink,Round,Hyperlipidemia; Atherosclerosis,AstraZeneca,10 mg,crestor generic rosuvastatin form tablet class statin (hmg-coa reductase inhibitor) indication hyperlipidemia; atherosclerosis color pink shape round rosuvastatin calcium 10 mg myalgia; headache; abdominal pain; nausea active liver disease; pregnancy; severe renal impairment كريستور روسوفاستاتين قرص ستاتين (مثبط إنزيم HMG-CoA) فرط الدهون؛ تصلب الشرايين وردي دائري ألم عضلي؛ صداع؛ ألم البطن؛ غثيان مرض كبدي نشط؛ الحمل؛ قصور كلوي شديد,crestor generic rosuvastatin form tablet class statin (hmg-coa reductase inhibitor) indication hyperlipidemia; atherosclerosis color pink shape round rosuvastatin calcium 10 mg myalgia; headache; abdominal pain; nausea active liver disease; pregnancy; severe renal impairment كريستور روسوفاستاتين قرص ستاتين (مثبط إنزيم HMG-CoA) فرط الدهون؛ تصلب الشرايين وردي دائري ألم عضلي؛ صداع؛ ألم البطن؛ غثيان مرض كبدي نشط؛ الحمل؛ قصور كلوي شديد,كريستور,روسوفاستاتين,ستاتين (مثبط إنزيم HMG-CoA),قرص,وردي,دائري,فرط الدهون؛ تصلب الشرايين,Prescription,Myalgia; Headache; Abdominal pain; Nausea,ألم عضلي؛ صداع؛ ألم البطن؛ غثيان,Active liver disease; Pregnancy; Severe renal impairment,مرض كبدي نشط؛ الحمل؛ قصور كلوي شديد
Crestor,Rosuvastatin,Statin (HMG-CoA Reductase Inhibitor),Tablet,Pink,Round,Hyperlipidemia; Cardiovascular risk reduction,AstraZeneca,20 mg,crestor generic rosuvastatin form tablet class statin (hmg-coa reductase inhibitor) indication hyperlipidemia; cardiovascular risk reduction color pink shape round rosuvastatin calcium 20 mg myalgia; proteinuria; liver enzyme elevation active liver disease; pregnancy كريستور روسوفاستاتين قرص ستاتين (مثبط إنزيم HMG-CoA) فرط الدهون؛ تقليل خطر الأمراض القلبية وردي دائري ألم عضلي؛ بيلة بروتينية؛ ارتفاع إنزيمات الكبد مرض كبدي نشط؛ الحمل,crestor generic rosuvastatin form tablet class statin (hmg-coa reductase inhibitor) indication hyperlipidemia; cardiovascular risk reduction color pink shape round rosuvastatin calcium 20 mg myalgia; proteinuria; liver enzyme elevation active liver disease; pregnancy كريستور روسوفاستاتين قرص ستاتين (مثبط إنزيم HMG-CoA) فرط الدهون؛ تقليل خطر الأمراض القلبية وردي دائري ألم عضلي؛ بيلة بروتينية؛ ارتفاع إنزيمات الكبد مرض كبدي نشط؛ الحمل,كريستور,روسوفاستاتين,ستاتين (مثبط إنزيم HMG-CoA),قرص,وردي,دائري,فرط الدهون؛ تقليل خطر الأمراض القلبية,Prescription,Myalgia; Proteinuria; Liver enzyme elevation,ألم عضلي؛ بيلة بروتينية؛ ارتفاع إنزيمات الكبد,Active liver disease; Pregnancy,مرض كبدي نشط؛ الحمل
Zocor,Simvastatin,Statin (HMG-CoA Reductase Inhibitor),Tablet,Tan,Oval,Hyperlipidemia; Coronary heart disease,MSD,20 mg,zocor generic simvastatin form tablet class statin (hmg-coa reductase inhibitor) indication hyperlipidemia; coronary heart disease color tan shape oval simvastatin 20 mg myalgia; gi disturbance; headache; rash active liver disease; pregnancy; concurrent strong cyp3a4 inhibitors زوكور سيمفاستاتين قرص ستاتين (مثبط إنزيم HMG-CoA) فرط الدهون؛ مرض القلب التاجي بني فاتح بيضاوي ألم عضلي؛ اضطراب هضمي؛ صداع؛ طفح جلدي مرض كبدي نشط؛ الحمل؛ الاستخدام المتزامن لمثبطات CYP3A4 القوية,zocor generic simvastatin form tablet class statin (hmg-coa reductase inhibitor) indication hyperlipidemia; coronary heart disease color tan shape oval simvastatin 20 mg myalgia; gi disturbance; headache; rash active liver disease; pregnancy; concurrent strong cyp3a4 inhibitors زوكور سيمفاستاتين قرص ستاتين (مثبط إنزيم HMG-CoA) فرط الدهون؛ مرض القلب التاجي بني فاتح بيضاوي ألم عضلي؛ اضطراب هضمي؛ صداع؛ طفح جلدي مرض كبدي نشط؛ الحمل؛ الاستخدام المتزامن لمثبطات CYP3A4 القوية,زوكور,سيمفاستاتين,ستاتين (مثبط إنزيم HMG-CoA),قرص,بني فاتح,بيضاوي,فرط الدهون؛ مرض القلب التاجي,Prescription,Myalgia; GI disturbance; Headache; Rash,ألم عضلي؛ اضطراب هضمي؛ صداع؛ طفح جلدي,Active liver disease; Pregnancy; Concurrent strong CYP3A4 inhibitors,مرض كبدي نشط؛ الحمل؛ الاستخدام المتزامن لمثبطات CYP3A4 القوية
Plavix,Clopidogrel,Antiplatelet Agent,Tablet,Pink,Round,Acute coronary syndrome; Stroke prevention; Peripheral artery disease,Sanofi,75 mg,plavix generic clopidogrel form tablet class antiplatelet agent indication acute coronary syndrome; stroke prevention; peripheral artery disease color pink shape round clopidogrel bisulfate 75 mg bleeding; bruising; diarrhea; rash active bleeding; severe hepatic impairment بلافيكس كلوبيدوغريل قرص مضاد للصفيحات متلازمة الشريان التاجي الحادة؛ الوقاية من السكتة الدماغية؛ مرض الشرايين الطرفية وردي دائري نزيف؛ كدمات؛ إسهال؛ طفح جلدي نزيف نشط؛ قصور كبدي شديد,plavix generic clopidogrel form tablet class antiplatelet agent indication acute coronary syndrome; stroke prevention; peripheral artery disease color pink shape round clopidogrel bisulfate 75 mg bleeding; bruising; diarrhea; rash active bleeding; severe hepatic impairment بلافيكس كلوبيدوغريل قرص مضاد للصفيحات متلازمة الشريان التاجي الحادة؛ الوقاية من السكتة الدماغية؛ مرض الشرايين الطرفية وردي دائري نزيف؛ كدمات؛ إسهال؛ طفح جلدي نزيف نشط؛ قصور كبدي شديد,بلافيكس,كلوبيدوغريل,مضاد للصفيحات,قرص,وردي,دائري,متلازمة الشريان التاجي الحادة؛ الوقاية من السكتة الدماغية؛ مرض الشرايين الطرفية,Prescription,Bleeding; Bruising; Diarrhea; Rash,نزيف؛ كدمات؛ إسهال؛ طفح جلدي,Active bleeding; Severe hepatic impairment,نزيف نشط؛ قصور كبدي شديد
Aspirin Protect,Aspirin,Antiplatelet / NSAID,Enteric-coated Tablet,White,Round,Secondary prevention of cardiovascular events; Antiplatelet therapy,Bayer,100 mg,aspirin protect generic aspirin form enteric-coated tablet class antiplatelet / nsaid indication secondary prevention of cardiovascular events; antiplatelet therapy color white shape round acetylsalicylic acid 100 mg gi bleeding; peptic ulcer; bruising; tinnitus active gi bleeding; aspirin allergy; hemophilia; last trimester of pregnancy أسبرين بروتكت أسبرين قرص مغلف معوياً مضاد للصفيحات / مسكن غير ستيرويدي الوقاية الثانوية من أحداث القلب والأوعية؛ العلاج المضاد للصفيحات أبيض دائري نزيف معدي معوي؛ قرحة هضمية؛ كدمات؛ طنين الأذن نزيف معدي نشط؛ حساسية الأسبرين؛ الهيموفيليا؛ الثلث الأخير من الحمل,aspirin protect generic aspirin form enteric-coated tablet class antiplatelet / nsaid indication secondary prevention of cardiovascular events; antiplatelet therapy color white shape round acetylsalicylic acid 100 mg gi bleeding; peptic ulcer; bruising; tinnitus active gi bleeding; aspirin allergy; hemophilia; last trimester of pregnancy أسبرين بروتكت أسبرين قرص مغلف معوياً مضاد للصفيحات / مسكن غير ستيرويدي الوقاية الثانوية من أحداث القلب والأوعية؛ العلاج المضاد للصفيحات أبيض دائري نزيف معدي معوي؛ قرحة هضمية؛ كدمات؛ طنين الأذن نزيف معدي نشط؛ حساسية الأسبرين؛ الهيموفيليا؛ الثلث الأخير من الحمل,أسبرين بروتكت,أسبرين,مضاد للصفيحات / مسكن غير ستيرويدي,قرص مغلف معوياً,أبيض,دائري,الوقاية الثانوية من أحداث القلب والأوعية؛ العلاج المضاد للصفيحات,OTC,GI bleeding; Peptic ulcer; Bruising; Tinnitus,نزيف معدي معوي؛ قرحة هضمية؛ كدمات؛ طنين الأذن,Active GI bleeding; Aspirin allergy; Hemophilia; Last trimester of pregnancy,نزيف معدي نشط؛ حساسية الأسبرين؛ الهيموفيليا؛ الثلث الأخير من الحمل
Coumadin,Warfarin,Anticoagulant (Vitamin K Antagonist),Tablet,Peach,Round,Deep vein thrombosis; Pulmonary embolism; Atrial fibrillation; Prosthetic heart valves,Bristol-Myers Squibb,5 mg,coumadin generic warfarin form tablet class anticoagulant (vitamin k antagonist) indication deep vein thrombosis; pulmonary embolism; atrial fibrillation; prosthetic heart valves color peach shape round warfarin sodium 5 mg bleeding; bruising; hematuria; skin necrosis (rare) pregnancy; active bleeding; severe hepatic disease; uncontrolled hypertension كومادين وارفارين قرص مضاد تخثر (مضاد فيتامين ك) تخثر الأوردة العميقة؛ الانصمام الرئوي؛ الرجفان الأذيني؛ صمامات القلب الاصطناعية خوخي دائري نزيف؛ كدمات؛ بيلة دموية؛ نخر الجلد (نادر) الحمل؛ نزيف نشط؛ مرض كبدي شديد؛ ارتفاع ضغط الدم غير المسيطر عليه,coumadin generic warfarin form tablet class anticoagulant (vitamin k antagonist) indication deep vein thrombosis; pulmonary embolism; atrial fibrillation; prosthetic heart valves color peach shape round warfarin sodium 5 mg bleeding; bruising; hematuria; skin necrosis (rare) pregnancy; active bleeding; severe hepatic disease; uncontrolled hypertension كومادين وارفارين قرص مضاد تخثر (مضاد فيتامين ك) تخثر الأوردة العميقة؛ الانصمام الرئوي؛ الرجفان الأذيني؛ صمامات القلب الاصطناعية خوخي دائري نزيف؛ كدمات؛ بيلة دموية؛ نخر الجلد (نادر) الحمل؛ نزيف نشط؛ مرض كبدي شديد؛ ارتفاع ضغط الدم غير المسيطر عليه,كومادين,وارفارين,مضاد تخثر (مضاد فيتامين ك),قرص,خوخي,دائري,تخثر الأوردة العميقة؛ الانصمام الرئوي؛ الرجفان الأذيني؛ صمامات القلب الاصطناعية,Prescription,Bleeding; Bruising; Hematuria; Skin necrosis (rare),نزيف؛ كدمات؛ بيلة دموية؛ نخر الجلد (نادر),Pregnancy; Active bleeding; Severe hepatic disease; Uncontrolled hypertension,الحمل؛ نزيف نشط؛ مرض كبدي شديد؛ ارتفاع ضغط الدم غير المسيطر عليه
Isordil,Isosorbide Dinitrate,Nitrate,Tablet,White,Round,Angina pectoris; Heart failure,Various,10 mg,isordil generic isosorbide dinitrate form tablet class nitrate indication angina pectoris; heart failure color white shape round isosorbide dinitrate 10 mg headache; dizziness; hypotension; flushing concurrent pde-5 inhibitors; severe anemia; increased intracranial pressure إيزورديل إيزوسوربيد ثنائي النترات قرص نترات الذبحة الصدرية؛ فشل القلب أبيض دائري صداع؛ دوخة؛ انخفاض ضغط الدم؛ احمرار الوجه الاستخدام المتزامن لمثبطات PDE-5؛ فقر الدم الشديد؛ ارتفاع الضغط داخل الجمجمة,isordil generic isosorbide dinitrate form tablet class nitrate indication angina pectoris; heart failure color white shape round isosorbide dinitrate 10 mg headache; dizziness; hypotension; flushing concurrent pde-5 inhibitors; severe anemia; increased intracranial pressure إيزورديل إيزوسوربيد ثنائي النترات قرص نترات الذبحة الصدرية؛ فشل القلب أبيض دائري صداع؛ دوخة؛ انخفاض ضغط الدم؛ احمرار الوجه الاستخدام المتزامن لمثبطات PDE-5؛ فقر الدم الشديد؛ ارتفاع الضغط داخل الجمجمة,إيزورديل,إيزوسوربيد ثنائي النترات,نترات,قرص,أبيض,دائري,الذبحة الصدرية؛ فشل القلب,Prescription,Headache; Dizziness; Hypotension; Flushing,صداع؛ دوخة؛ انخفاض ضغط الدم؛ احمرار الوجه,Concurrent PDE-5 inhibitors; Severe anemia; Increased intracranial pressure,الاستخدام المتزامن لمثبطات PDE-5؛ فقر الدم الشديد؛ ارتفاع الضغط داخل الجمجمة
Digoxin,Digoxin,Cardiac Glycoside,Tablet,White,Round,Heart failure; Atrial fibrillation,Aspen,0.25 mg,digoxin generic digoxin form tablet class cardiac glycoside indication heart failure; atrial fibrillation color white shape round digoxin 0.25 mg nausea; arrhythmias; visual disturbances; fatigue hypokalemia; ventricular fibrillation; hypertrophic cardiomyopathy ديجوكسين ديجوكسين قرص غليكوسيد قلبي فشل القلب؛ الرجفان الأذيني أبيض دائري غثيان؛ اضطرابات نظم القلب؛ اضطرابات بصرية؛ إرهاق نقص البوتاسيوم؛ الرجفان البطيني؛ اعتلال عضلة القلب الضخامي,digoxin generic digoxin form tablet class cardiac glycoside indication heart failure; atrial fibrillation color white shape round digoxin 0.25 mg nausea; arrhythmias; visual disturbances; fatigue hypokalemia; ventricular fibrillation; hypertrophic cardiomyopathy ديجوكسين ديجوكسين قرص غليكوسيد قلبي فشل القلب؛ الرجفان الأذيني أبيض دائري غثيان؛ اضطرابات نظم القلب؛ اضطرابات بصرية؛ إرهاق نقص البوتاسيوم؛ الرجفان البطيني؛ اعتلال عضلة القلب الضخامي,ديجوكسين,ديجوكسين,غليكوسيد قلبي,قرص,أبيض,دائري,فشل القلب؛ الرجفان الأذيني,Prescription,Nausea; Arrhythmias; Visual disturbances; Fatigue,غثيان؛ اضطرابات نظم القلب؛ اضطرابات بصرية؛ إرهاق,Hypokalemia; Ventricular fibrillation; Hypertrophic cardiomyopathy,نقص البوتاسيوم؛ الرجفان البطيني؛ اعتلال عضلة القلب الضخامي
Adalat,Nifedipine,Calcium Channel Blocker,Extended-release Tablet,Pink,Round,Hypertension; Angina pectoris,Bayer,30 mg,adalat generic nifedipine form extended-release tablet class calcium channel blocker indication hypertension; angina pectoris color pink shape round nifedipine 30 mg peripheral edema; headache; flushing; dizziness cardiogenic shock; advanced aortic stenosis; acute mi أدالات نيفيديبين قرص ممتد المفعول حاصر قنوات الكالسيوم ارتفاع ضغط الدم؛ الذبحة الصدرية وردي دائري وذمة طرفية؛ صداع؛ احمرار الوجه؛ دوخة صدمة قلبية؛ تضيق أبهري متقدم؛ جلطة قلبية حادة,adalat generic nifedipine form extended-release tablet class calcium channel blocker indication hypertension; angina pectoris color pink shape round nifedipine 30 mg peripheral edema; headache; flushing; dizziness cardiogenic shock; advanced aortic stenosis; acute mi أدالات نيفيديبين قرص ممتد المفعول حاصر قنوات الكالسيوم ارتفاع ضغط الدم؛ الذبحة الصدرية وردي دائري وذمة طرفية؛ صداع؛ احمرار الوجه؛ دوخة صدمة قلبية؛ تضيق أبهري متقدم؛ جلطة قلبية حادة,أدالات,نيفيديبين,حاصر قنوات الكالسيوم,قرص ممتد المفعول,وردي,دائري,ارتفاع ضغط الدم؛ الذبحة الصدرية,Prescription,Peripheral edema; Headache; Flushing; Dizziness,وذمة طرفية؛ صداع؛ احمرار الوجه؛ دوخة,Cardiogenic shock; Advanced aortic stenosis; Acute MI,صدمة قلبية؛ تضيق أبهري متقدم؛ جلطة قلبية حادة
